log(g),phys-num-0.05,0.05-error,phys-num-0.1,0.1-error,phys-num-0.3,0.3-error,,log(g),unphys-num-0.05,0.05-error,unphys-num-0.1,0.1-error,unphys-num-0.3,0.3-error,
-1 , 2.55386726, 0.02680530,2.55131089, 0.02418236,2.58932609, 0.01379862 ,,-0.39794 , 574.84564634, 28.59518290,163.23194871, 6.18577265,17.07444501, 0.10696456 ,
-0.69897 , 1.31892163, 0.01122444,1.32090683, 0.00682528,1.38388687, 0.00373702 ,,-0.09691 , 317.41964458, 9.02009762,82.03765937, 1.06304226,8.70718698, 0.04621341 ,
-0.39794 , 0.71555987, 0.00403828,0.74032347, 0.00228224,0.81388258, 0.00137798 ,,0.0791812 , 209.30403984, 8.24812255,54.80260641, 0.73305986,5.81613650, 0.01856468 ,
-0.221849 , 0.54326008, 0.00210625,0.56604621, 0.00104861,0.64352922, 0.00120853 ,,0.20412 , 156.40375198, 5.88186933,40.88795296, 0.67472266,4.46687582, 0.00887079 ,
-0.09691 , 0.47297833, 0.00262853,0.49434312, 0.00090529,0.57248961, 0.00048714 ,,0.30103 , 128.41942454, 5.00169556,33.80235244, 0.47422076,3.63851379, 0.00976732 ,
0 , 0.44095852, 0.00161647,0.46737399, 0.00117651,0.54212551, 0.00056648 ,,0.60206 , 66.44547952, 1.75359913,16.76170611, 0.19251278,2.06353809, 0.00432221 ,
0.0791812 , 0.43824186, 0.00199659,0.45770619, 0.00083208,0.53263324, 0.00054241 ,,1 , 27.05146008, 0.57241688,7.24626024, 0.04370733,1.30276733, 0.00199276 ,
0.146128 , 0.43877523, 0.00161859,0.46130877, 0.00095093,0.53356372, 0.00046909 ,,1.30103 , 15.12687271, 0.34839948,4.42897985, 0.02385021,1.20472979, 0.00137626 ,
0.20412 , 0.45039556, 0.00142433,0.47197520, 0.00087862,0.54111137, 0.00051850 ,,1.60206 , 8.86838460, 0.06308076,3.54516227, 0.01863975,1.20012492, 0.00136973 ,
0.255273 , 0.46950524, 0.00172005,0.48849970, 0.00076670,0.55367736, 0.00058039 ,,1.69897 , 7.93447791, 0.10826117,3.44167754, 0.01758893,1.20281157, 0.00136100 ,
0.30103 , 0.48736620, 0.00153465,0.50698224, 0.00096212,0.56902362, 0.00052839 ,,2 , 6.94241231, 0.09639618,3.38602608, 0.01390872,1.20174694, 0.00137957 ,
0.60206 , 0.75916752, 0.00199801,0.77186273, 0.00164220,0.76399456, 0.00058375 ,,2.30103 , 6.63970625, 0.06626474,3.37948797, 0.01357013,1.19904504, 0.00180113 ,
1 , 1.69607267, 0.00887703,1.62448149, 0.00543799,1.11017391, 0.00201966 ,,2.47712 , 6.90023497, 0.08216198,3.36791224, 0.01486605,1.20454522, 0.00174983 ,
1.30103 , 3.16248487, 0.02126587,2.61018596, 0.01571812,1.19785250, 0.00212900 ,,3 , 6.76211874, 0.06713289,3.38869931, 0.01400468,1.20496906, 0.00153353 ,
1.60206 , 5.04613085, 0.03662537,3.28496130, 0.01384728,1.20127956, 0.00233293 ,,4 , 6.77675839, 0.09229233,3.40015363, 0.01476065,1.20104976, 0.00163747 ,
1.69897 , 5.70542702, 0.04968603,3.34890918, 0.01843136,1.20378670, 0.00162442 ,,
2 , 6.57797907, 0.06127580,3.42750190, 0.01647894,1.20033505, 0.00169489 ,,
2.30103 , 6.76463198, 0.04624515,3.42295734, 0.01702600,1.20358571, 0.00176129 ,,
2.47712 , 6.71742837, 0.05816939,3.39724930, 0.01548454,1.20363697, 0.00168199 ,,
3 , 6.66915755, 0.05511068,3.41229804, 0.01756663,1.20380458, 0.00156039 ,,
4 , 6.77779967, 0.07364402,3.39649265, 0.01424001,1.20618189, 0.00230075 ,,
